Date,Amount,Category,Description
7/30/2023,188.12,Education,Education expense
3/26/2024,2725.8,Education,Education expense
10/15/2025,2729.52,Utilities,Utilities expense
1/13/2024,3257.18,Utilities,Utilities expense
11/20/2024,312.51,Entertainment,Entertainment expense
6/11/2024,4562.7,Health,Health expense
1/2/2025,1852.8,Shopping,Shopping expense
3/9/2025,3362.33,Shopping,Shopping expense
4/11/2025,1399.87,Food,Food expense
12/10/2025,3474.42,Utilities,Utilities expense
7/30/2023,2436.78,Utilities,Utilities expense
2/5/2025,595.49,Education,Education expense
4/25/2023,4304.91,Health,Health expense
10/13/2023,1855.93,Education,Education expense
4/12/2024,1766.36,Health,Health expense
9/8/2023,4162.8,Transport,Transport expense
4/21/2023,3082.58,Health,Health expense
7/18/2024,656.12,Education,Education expense
6/14/2023,2496.63,Shopping,Shopping expense
7/15/2023,2528.27,Entertainment,Entertainment expense
9/17/2025,273.59,Education,Education expense
4/30/2024,3492.86,Food,Food expense
1/26/2023,2861.35,Education,Education expense
11/9/2023,3298.12,Entertainment,Entertainment expense
11/9/2023,1265.93,Food,Food expense
10/16/2025,4833.96,Health,Health expense
2/2/2024,4687.52,Shopping,Shopping expense
3/6/2024,4155.16,Utilities,Utilities expense
4/27/2024,2283.44,Entertainment,Entertainment expense
1/15/2024,3830.71,Shopping,Shopping expense
9/18/2023,303.24,Education,Education expense
1/1/2024,3549.1,Entertainment,Entertainment expense
5/14/2023,4954.21,Shopping,Shopping expense
8/15/2025,1040.74,Entertainment,Entertainment expense
10/16/2024,4120.57,Utilities,Utilities expense
12/10/2025,1748.4,Shopping,Shopping expense
8/1/2025,2074.56,Education,Education expense
10/11/2023,4807.54,Food,Food expense
1/17/2024,4705.51,Entertainment,Entertainment expense
12/26/2023,4793.97,Shopping,Shopping expense
5/2/2023,3841.02,Education,Education expense
7/27/2023,670.66,Shopping,Shopping expense
7/9/2023,2781.06,Education,Education expense
11/18/2023,3419.16,Utilities,Utilities expense
5/21/2024,2174.93,Health,Health expense
10/19/2024,2162.4,Transport,Transport expense
3/20/2024,2174.56,Transport,Transport expense
2/16/2023,2773.86,Transport,Transport expense
3/30/2023,4583.41,Transport,Transport expense
6/18/2025,1217.16,Shopping,Shopping expense
6/12/2025,3648.18,Entertainment,Entertainment expense
2/24/2024,885.23,Education,Education expense
7/15/2025,557.54,Education,Education expense
10/19/2024,2024.01,Health,Health expense
12/27/2025,4756.94,Shopping,Shopping expense
7/16/2024,1321.39,Food,Food expense
12/11/2024,362.91,Shopping,Shopping expense
11/24/2024,411.84,Shopping,Shopping expense
8/15/2024,258.25,Transport,Transport expense
7/25/2023,3959.64,Shopping,Shopping expense
7/3/2024,4897.18,Health,Health expense
8/1/2025,2607.98,Food,Food expense
5/16/2023,4384.53,Food,Food expense
5/7/2024,342.33,Shopping,Shopping expense
5/26/2023,515.52,Education,Education expense
12/16/2023,582.81,Transport,Transport expense
2/14/2025,2661.75,Health,Health expense
3/25/2025,1789.77,Education,Education expense
4/13/2025,255.7,Education,Education expense
5/2/2024,4939.91,Utilities,Utilities expense
6/27/2023,1563.63,Transport,Transport expense
10/8/2024,328.05,Education,Education expense
6/8/2023,4546.02,Transport,Transport expense
7/17/2025,4697.55,Food,Food expense
8/11/2025,399.72,Food,Food expense
2/22/2023,4218.44,Transport,Transport expense
5/30/2023,539.56,Entertainment,Entertainment expense
7/14/2024,4968.67,Health,Health expense
10/23/2024,3394.29,Food,Food expense
6/6/2023,4000.76,Utilities,Utilities expense
9/15/2025,4329.25,Shopping,Shopping expense
2/15/2025,4428.89,Utilities,Utilities expense
7/13/2024,3928.12,Education,Education expense
8/9/2023,4286.13,Food,Food expense
12/29/2024,1458.02,Shopping,Shopping expense
9/22/2024,1700.0,Transport,Transport expense
2/14/2024,4829.96,Shopping,Shopping expense
9/10/2023,596.74,Shopping,Shopping expense
11/29/2023,922.3,Food,Food expense
4/20/2023,4923.35,Entertainment,Entertainment expense
10/6/2025,2987.11,Education,Education expense
7/26/2024,2197.1,Food,Food expense
5/27/2024,3137.51,Transport,Transport expense
8/10/2025,586.06,Shopping,Shopping expense
9/5/2023,3868.18,Entertainment,Entertainment expense
5/19/2025,2873.49,Entertainment,Entertainment expense
6/13/2024,4801.39,Education,Education expense
4/9/2023,60.36,Health,Health expense
2/9/2023,1900.69,Transport,Transport expense
12/10/2024,3110.79,Shopping,Shopping expense
12/14/2025,4426.14,Entertainment,Entertainment expense
10/13/2025,4499.98,Food,Food expense
2/1/2024,4756.24,Health,Health expense
11/6/2023,2332.28,Food,Food expense
1/15/2024,1137.94,Entertainment,Entertainment expense
6/6/2025,2086.34,Transport,Transport expense
8/4/2025,2726.07,Transport,Transport expense
11/20/2025,1334.59,Shopping,Shopping expense
3/18/2025,2145.37,Education,Education expense
5/4/2024,361.73,Health,Health expense
2/26/2025,4725.68,Utilities,Utilities expense
11/15/2023,1075.39,Food,Food expense
12/7/2025,1930.03,Transport,Transport expense
1/1/2024,1300.68,Education,Education expense
9/15/2025,61.58,Utilities,Utilities expense
3/13/2023,1905.39,Shopping,Shopping expense
9/10/2024,4725.1,Health,Health expense
10/31/2025,450.33,Health,Health expense
5/3/2024,1742.19,Transport,Transport expense
10/19/2024,3673.86,Shopping,Shopping expense
1/3/2025,3606.71,Health,Health expense
4/17/2025,3469.42,Entertainment,Entertainment expense
9/19/2024,2365.48,Education,Education expense
4/22/2023,2786.85,Utilities,Utilities expense
1/8/2025,255.36,Transport,Transport expense
8/15/2025,4474.54,Shopping,Shopping expense
5/16/2024,3489.27,Food,Food expense
3/31/2024,1631.41,Entertainment,Entertainment expense
12/6/2024,714.36,Utilities,Utilities expense
4/28/2024,1966.37,Education,Education expense
9/25/2025,3541.53,Education,Education expense
7/31/2024,4805.14,Shopping,Shopping expense
12/2/2024,4425.63,Entertainment,Entertainment expense
7/10/2024,1448.83,Utilities,Utilities expense
12/7/2024,3811.64,Shopping,Shopping expense
8/15/2025,947.18,Utilities,Utilities expense
4/18/2025,3110.64,Entertainment,Entertainment expense
2/2/2024,2490.12,Transport,Transport expense
2/7/2024,3542.48,Health,Health expense
10/14/2023,2351.41,Utilities,Utilities expense
7/4/2023,4729.16,Health,Health expense
9/2/2023,2312.52,Shopping,Shopping expense
11/12/2023,1292.45,Food,Food expense
4/24/2024,2224.0,Food,Food expense
4/18/2024,935.07,Utilities,Utilities expense
12/9/2024,3756.04,Utilities,Utilities expense
8/30/2025,632.88,Food,Food expense
8/7/2023,1681.52,Entertainment,Entertainment expense
9/15/2023,2031.44,Health,Health expense
11/26/2024,1612.9,Transport,Transport expense
5/19/2023,3993.46,Transport,Transport expense
12/27/2024,4547.04,Health,Health expense
10/22/2025,4616.76,Education,Education expense
8/3/2025,4247.79,Shopping,Shopping expense
11/12/2025,3217.6,Health,Health expense
4/21/2024,906.64,Education,Education expense
1/18/2023,2512.07,Shopping,Shopping expense
4/8/2025,4337.87,Shopping,Shopping expense
3/16/2023,841.77,Entertainment,Entertainment expense
2/7/2023,1063.63,Utilities,Utilities expense
2/22/2023,4100.6,Transport,Transport expense
8/14/2023,1589.04,Shopping,Shopping expense
9/6/2024,441.49,Health,Health expense
1/28/2025,4624.88,Shopping,Shopping expense
4/1/2024,2638.5,Education,Education expense
7/16/2023,532.44,Utilities,Utilities expense
5/25/2025,2885.46,Health,Health expense
9/4/2024,4359.02,Entertainment,Entertainment expense
2/4/2025,4304.11,Health,Health expense
11/29/2024,2088.3,Education,Education expense
5/20/2025,2780.68,Health,Health expense
9/21/2025,4114.06,Utilities,Utilities expense
6/6/2025,2966.64,Entertainment,Entertainment expense
2/26/2025,3449.32,Shopping,Shopping expense
5/17/2025,1064.38,Entertainment,Entertainment expense
11/8/2024,3186.68,Transport,Transport expense
9/1/2023,1097.57,Shopping,Shopping expense
8/24/2023,3679.51,Food,Food expense
7/5/2025,1042.18,Transport,Transport expense
10/8/2024,2938.26,Utilities,Utilities expense
11/21/2024,4129.37,Utilities,Utilities expense
10/13/2025,4660.07,Food,Food expense
2/24/2023,4671.43,Food,Food expense
10/8/2024,698.02,Entertainment,Entertainment expense
8/14/2025,1027.39,Shopping,Shopping expense
4/11/2025,4348.85,Health,Health expense
12/9/2023,3899.51,Education,Education expense
3/6/2024,1930.92,Education,Education expense
11/10/2023,3573.53,Food,Food expense
8/3/2025,351.14,Health,Health expense
7/31/2023,2963.17,Health,Health expense
11/21/2025,4315.03,Health,Health expense
5/6/2023,2395.64,Food,Food expense
8/26/2023,3809.09,Transport,Transport expense
10/23/2023,3642.48,Shopping,Shopping expense
1/5/2024,3121.41,Transport,Transport expense
4/11/2025,3662.62,Utilities,Utilities expense
7/13/2024,769.24,Shopping,Shopping expense
4/30/2023,4995.84,Entertainment,Entertainment expense
3/1/2025,1203.2,Entertainment,Entertainment expense
2/27/2023,2510.58,Transport,Transport expense
9/7/2023,3462.05,Food,Food expense
10/6/2025,1334.64,Entertainment,Entertainment expense
9/14/2023,1006.01,Shopping,Shopping expense
10/21/2024,2785.67,Utilities,Utilities expense
9/23/2023,2254.64,Transport,Transport expense
5/6/2023,3232.16,Transport,Transport expense
2/8/2023,1389.01,Health,Health expense
5/1/2025,1985.48,Entertainment,Entertainment expense
7/27/2023,1550.32,Health,Health expense
4/12/2024,1986.67,Shopping,Shopping expense
9/6/2024,1846.0,Transport,Transport expense
6/6/2023,141.13,Health,Health expense
10/20/2024,1020.33,Shopping,Shopping expense
1/8/2023,4854.08,Entertainment,Entertainment expense
7/28/2023,330.76,Food,Food expense
10/27/2024,391.17,Transport,Transport expense
6/11/2024,971.62,Health,Health expense
1/31/2023,169.96,Shopping,Shopping expense
7/10/2023,1717.23,Utilities,Utilities expense
2/18/2023,3546.9,Shopping,Shopping expense
4/7/2024,3668.72,Utilities,Utilities expense
6/3/2023,977.77,Food,Food expense
5/3/2024,193.67,Health,Health expense
10/31/2025,1815.69,Entertainment,Entertainment expense
8/26/2024,2447.53,Transport,Transport expense
8/27/2023,3053.34,Food,Food expense
5/16/2025,2228.92,Health,Health expense
8/15/2024,2541.15,Food,Food expense
8/23/2025,2011.24,Transport,Transport expense
4/1/2024,1517.25,Health,Health expense
8/17/2023,2234.68,Education,Education expense
12/11/2024,4978.38,Utilities,Utilities expense
4/22/2023,2999.69,Shopping,Shopping expense
3/22/2025,3348.38,Shopping,Shopping expense
12/28/2023,2806.01,Shopping,Shopping expense
10/10/2023,3187.1,Transport,Transport expense
12/19/2025,4435.64,Entertainment,Entertainment expense
2/17/2025,2356.71,Utilities,Utilities expense
11/20/2024,983.05,Utilities,Utilities expense
2/25/2023,1392.23,Entertainment,Entertainment expense
10/23/2025,1375.21,Food,Food expense
4/23/2023,4621.37,Entertainment,Entertainment expense
5/15/2024,3996.6,Utilities,Utilities expense
8/31/2023,4714.01,Utilities,Utilities expense
1/1/2025,3068.1,Education,Education expense
12/14/2024,2406.06,Health,Health expense
8/18/2024,3830.7,Utilities,Utilities expense
8/27/2025,2821.79,Health,Health expense
7/10/2023,3178.55,Transport,Transport expense
6/17/2023,4935.95,Transport,Transport expense
9/20/2024,55.0,Shopping,Shopping expense
8/22/2025,1034.38,Utilities,Utilities expense
8/15/2024,3453.78,Shopping,Shopping expense
12/18/2024,2827.93,Shopping,Shopping expense
6/14/2024,403.38,Transport,Transport expense
12/1/2023,699.63,Food,Food expense
6/4/2025,3875.07,Transport,Transport expense
7/6/2024,2918.39,Entertainment,Entertainment expense
6/4/2025,3554.07,Utilities,Utilities expense
10/21/2024,4230.4,Transport,Transport expense
2/1/2025,4703.5,Entertainment,Entertainment expense
6/22/2024,3888.6,Utilities,Utilities expense
4/1/2023,3368.18,Utilities,Utilities expense
1/21/2024,4915.66,Entertainment,Entertainment expense
12/17/2023,3186.83,Shopping,Shopping expense
10/5/2025,3620.37,Utilities,Utilities expense
9/27/2023,544.29,Entertainment,Entertainment expense
10/5/2024,1809.05,Utilities,Utilities expense
7/1/2023,4795.2,Education,Education expense
6/30/2023,647.28,Food,Food expense
5/26/2025,2548.48,Transport,Transport expense
6/6/2023,1538.94,Education,Education expense
8/19/2024,2164.84,Shopping,Shopping expense
5/19/2024,3838.11,Utilities,Utilities expense
7/3/2023,2332.62,Entertainment,Entertainment expense
2/14/2024,2793.25,Shopping,Shopping expense
5/20/2024,3748.18,Food,Food expense
9/30/2025,4037.22,Transport,Transport expense
9/2/2023,2186.32,Health,Health expense
11/2/2023,3665.5,Utilities,Utilities expense
4/25/2024,1742.87,Shopping,Shopping expense
9/7/2025,1161.27,Health,Health expense
1/3/2023,1863.45,Entertainment,Entertainment expense
11/26/2024,1054.73,Education,Education expense
8/9/2025,4345.03,Shopping,Shopping expense
1/24/2024,2196.05,Transport,Transport expense
9/29/2024,3042.08,Entertainment,Entertainment expense
6/2/2023,3166.55,Shopping,Shopping expense
11/4/2024,4485.29,Food,Food expense
12/6/2025,1706.73,Education,Education expense
12/1/2025,1297.55,Shopping,Shopping expense
4/20/2024,1033.8,Food,Food expense
9/16/2025,1871.81,Food,Food expense
12/14/2025,3836.27,Transport,Transport expense
10/5/2024,3414.64,Shopping,Shopping expense
4/9/2024,332.76,Education,Education expense
1/15/2023,1767.88,Transport,Transport expense
4/11/2024,3691.08,Transport,Transport expense
12/28/2025,1509.15,Food,Food expense
7/5/2023,224.91,Education,Education expense
1/17/2023,2033.14,Shopping,Shopping expense
8/6/2025,164.04,Transport,Transport expense
8/22/2023,2081.57,Health,Health expense
4/12/2024,2167.87,Shopping,Shopping expense
11/7/2024,4916.82,Utilities,Utilities expense
9/13/2023,3410.34,Health,Health expense
6/5/2023,779.42,Transport,Transport expense
5/21/2023,4803.49,Health,Health expense
10/30/2024,1060.15,Food,Food expense
12/11/2023,557.01,Health,Health expense
3/14/2024,637.38,Health,Health expense
4/28/2023,1657.35,Transport,Transport expense
3/12/2023,4158.92,Health,Health expense
3/2/2024,4933.54,Health,Health expense
8/26/2024,2335.83,Transport,Transport expense
4/14/2025,2189.54,Utilities,Utilities expense
4/19/2024,2317.02,Shopping,Shopping expense
12/7/2024,3114.17,Utilities,Utilities expense
10/6/2024,2058.69,Health,Health expense
12/9/2025,4405.07,Transport,Transport expense
6/10/2023,198.66,Health,Health expense
10/19/2025,2497.55,Entertainment,Entertainment expense
6/17/2024,2139.12,Entertainment,Entertainment expense
9/6/2024,4838.24,Education,Education expense
2/14/2025,2621.43,Shopping,Shopping expense
8/8/2024,4907.87,Food,Food expense
6/5/2025,2049.3,Health,Health expense
6/16/2024,4714.54,Education,Education expense
1/1/2023,2498.94,Entertainment,Entertainment expense
8/24/2023,363.36,Transport,Transport expense
6/23/2024,2453.03,Utilities,Utilities expense
11/26/2025,1838.1,Food,Food expense
8/22/2025,2158.61,Shopping,Shopping expense
11/30/2025,929.93,Utilities,Utilities expense
3/15/2023,386.83,Transport,Transport expense
8/21/2023,4283.18,Food,Food expense
4/3/2024,4313.12,Health,Health expense
10/12/2023,1401.62,Shopping,Shopping expense
1/7/2025,2652.35,Transport,Transport expense
1/2/2025,1119.15,Health,Health expense
12/5/2023,4474.72,Transport,Transport expense
10/7/2023,780.52,Health,Health expense
2/16/2023,3823.56,Health,Health expense
5/23/2024,1094.64,Food,Food expense
7/19/2024,4415.47,Utilities,Utilities expense
8/11/2025,3169.4,Shopping,Shopping expense
12/25/2025,1843.26,Utilities,Utilities expense
2/1/2023,4118.67,Transport,Transport expense
1/10/2025,3433.23,Shopping,Shopping expense
11/29/2024,350.71,Health,Health expense
12/27/2024,336.56,Entertainment,Entertainment expense
3/23/2024,2500.9,Health,Health expense
12/23/2024,2532.51,Utilities,Utilities expense
12/11/2023,1686.85,Health,Health expense
3/16/2025,962.59,Transport,Transport expense
10/24/2024,2305.9,Entertainment,Entertainment expense
1/19/2023,4539.39,Health,Health expense
3/18/2023,3335.41,Entertainment,Entertainment expense
4/18/2024,436.35,Education,Education expense
10/21/2024,2580.83,Education,Education expense
10/12/2025,671.27,Shopping,Shopping expense
1/5/2023,2047.37,Transport,Transport expense
11/6/2023,1970.63,Education,Education expense
12/1/2024,4581.68,Entertainment,Entertainment expense
6/16/2025,2018.63,Utilities,Utilities expense
4/12/2024,3264.82,Entertainment,Entertainment expense
7/20/2023,874.52,Utilities,Utilities expense
12/25/2023,4579.82,Utilities,Utilities expense
12/3/2023,132.92,Food,Food expense
6/8/2025,2482.51,Transport,Transport expense
1/29/2023,1750.98,Education,Education expense
9/30/2024,2059.45,Food,Food expense
9/20/2024,1596.94,Education,Education expense
10/30/2023,1632.89,Shopping,Shopping expense
1/4/2023,1929.34,Entertainment,Entertainment expense
3/13/2025,4775.56,Food,Food expense
2/26/2025,3588.18,Education,Education expense
8/3/2023,4971.82,Entertainment,Entertainment expense
7/25/2025,1084.36,Entertainment,Entertainment expense
9/18/2023,4734.87,Education,Education expense
3/31/2023,3553.31,Health,Health expense
5/14/2024,2298.26,Entertainment,Entertainment expense
1/24/2024,2639.15,Shopping,Shopping expense
3/29/2023,701.95,Utilities,Utilities expense
1/8/2025,76.95,Entertainment,Entertainment expense
1/10/2025,3005.53,Food,Food expense
8/18/2023,137.98,Transport,Transport expense
12/30/2024,922.64,Education,Education expense
12/10/2024,1938.12,Entertainment,Entertainment expense
5/27/2023,771.48,Shopping,Shopping expense
1/22/2025,1655.19,Entertainment,Entertainment expense
12/15/2023,3430.06,Entertainment,Entertainment expense
3/27/2024,2833.18,Transport,Transport expense
4/16/2025,4730.32,Education,Education expense
6/4/2024,3891.18,Health,Health expense
9/11/2024,4936.17,Food,Food expense
8/15/2024,592.92,Entertainment,Entertainment expense
2/4/2025,1128.71,Entertainment,Entertainment expense
7/17/2025,365.32,Transport,Transport expense
5/4/2024,2609.73,Education,Education expense
1/16/2024,3276.95,Education,Education expense
9/6/2023,59.45,Shopping,Shopping expense
9/27/2023,4026.79,Food,Food expense
7/14/2024,2330.67,Utilities,Utilities expense
11/20/2023,974.23,Food,Food expense
9/1/2024,4479.36,Food,Food expense
7/13/2025,4162.77,Transport,Transport expense
6/20/2023,518.78,Health,Health expense
12/1/2024,4551.22,Education,Education expense
3/3/2025,3687.61,Shopping,Shopping expense
6/14/2023,2192.08,Shopping,Shopping expense
5/18/2023,4436.62,Entertainment,Entertainment expense
8/22/2024,1333.02,Food,Food expense
4/17/2024,351.86,Food,Food expense
6/5/2025,3876.71,Utilities,Utilities expense
4/1/2025,237.28,Shopping,Shopping expense
8/26/2024,3777.52,Food,Food expense
6/2/2023,3324.32,Food,Food expense
10/6/2025,4857.19,Shopping,Shopping expense
2/7/2025,948.62,Health,Health expense
1/23/2024,1876.19,Entertainment,Entertainment expense
6/14/2025,1093.8,Food,Food expense
2/27/2023,2651.54,Food,Food expense
10/9/2023,2433.04,Food,Food expense
10/26/2023,1870.09,Transport,Transport expense
11/28/2023,2098.03,Shopping,Shopping expense
5/20/2023,1797.06,Transport,Transport expense
7/30/2024,2450.76,Health,Health expense
4/13/2025,2177.63,Health,Health expense
11/22/2024,4570.09,Shopping,Shopping expense
3/10/2023,3695.76,Food,Food expense
6/16/2023,4940.24,Transport,Transport expense
11/7/2023,1034.37,Food,Food expense
4/8/2023,3642.37,Entertainment,Entertainment expense
8/11/2024,760.1,Health,Health expense
1/18/2024,2353.87,Health,Health expense
5/26/2025,4740.24,Education,Education expense
4/9/2024,2811.7,Transport,Transport expense
1/10/2024,3156.3,Education,Education expense
8/20/2025,509.09,Health,Health expense
10/18/2025,2665.04,Food,Food expense
3/7/2024,4363.61,Food,Food expense
2/6/2024,3242.39,Transport,Transport expense
11/10/2023,1755.79,Shopping,Shopping expense
6/17/2024,3592.42,Entertainment,Entertainment expense
5/25/2023,2821.06,Education,Education expense
9/5/2023,4115.31,Shopping,Shopping expense
5/15/2024,3863.8,Food,Food expense
5/19/2025,741.67,Food,Food expense
11/15/2024,672.22,Food,Food expense
12/29/2023,1371.64,Shopping,Shopping expense
9/4/2023,2156.67,Entertainment,Entertainment expense
1/1/2024,979.45,Transport,Transport expense
10/19/2024,2626.35,Transport,Transport expense
12/7/2024,1038.01,Health,Health expense
2/21/2024,971.38,Education,Education expense
12/14/2025,503.5,Utilities,Utilities expense
1/8/2025,4518.49,Transport,Transport expense
5/10/2025,634.58,Shopping,Shopping expense
6/11/2024,1508.56,Entertainment,Entertainment expense
5/16/2023,3067.79,Entertainment,Entertainment expense
3/17/2024,396.67,Health,Health expense
5/17/2025,1987.72,Utilities,Utilities expense
4/9/2025,1895.28,Entertainment,Entertainment expense
9/26/2025,2146.14,Food,Food expense
8/30/2023,4838.36,Utilities,Utilities expense
3/19/2023,1323.32,Food,Food expense
3/5/2024,415.72,Entertainment,Entertainment expense
12/31/2024,407.01,Entertainment,Entertainment expense
1/10/2024,2156.76,Transport,Transport expense
10/13/2025,3751.41,Food,Food expense
9/26/2024,4379.62,Transport,Transport expense
6/16/2023,884.24,Food,Food expense
10/11/2025,1455.53,Utilities,Utilities expense
7/11/2023,1106.42,Transport,Transport expense
4/23/2025,3149.61,Transport,Transport expense
1/31/2025,1941.35,Education,Education expense
2/6/2024,3400.35,Entertainment,Entertainment expense
9/2/2024,2577.37,Entertainment,Entertainment expense
1/31/2024,4816.34,Utilities,Utilities expense
5/23/2025,4958.1,Shopping,Shopping expense
8/30/2025,3143.96,Shopping,Shopping expense
1/23/2024,2859.2,Shopping,Shopping expense
3/4/2023,2733.89,Education,Education expense
7/6/2024,3308.33,Transport,Transport expense
4/13/2024,3786.49,Shopping,Shopping expense
4/20/2024,3169.61,Utilities,Utilities expense
9/21/2023,3947.61,Food,Food expense
9/4/2025,1733.9,Food,Food expense
10/16/2025,2143.44,Transport,Transport expense
10/17/2023,4043.47,Utilities,Utilities expense
9/3/2023,1228.07,Transport,Transport expense
6/8/2025,2250.83,Education,Education expense
1/5/2023,1072.06,Transport,Transport expense
6/17/2024,3057.38,Food,Food expense
12/20/2024,477.15,Shopping,Shopping expense
6/22/2023,4720.78,Shopping,Shopping expense
1/7/2025,4820.91,Transport,Transport expense
9/3/2023,2205.84,Entertainment,Entertainment expense
1/5/2025,1332.76,Health,Health expense
3/7/2023,651.24,Education,Education expense
5/24/2024,3039.16,Transport,Transport expense
2/1/2024,1435.26,Entertainment,Entertainment expense
1/4/2023,4635.49,Entertainment,Entertainment expense
12/26/2023,1453.64,Health,Health expense
5/9/2025,4763.27,Entertainment,Entertainment expense
12/18/2024,3029.71,Transport,Transport expense
2/4/2024,4131.8,Transport,Transport expense
1/7/2023,2657.24,Entertainment,Entertainment expense
7/17/2025,2793.02,Food,Food expense
1/6/2023,2665.75,Transport,Transport expense
7/26/2023,4243.69,Transport,Transport expense
5/3/2023,1524.06,Health,Health expense
8/27/2023,3903.03,Food,Food expense
4/18/2023,1660.86,Transport,Transport expense
6/8/2023,799.56,Education,Education expense
11/21/2024,584.8,Education,Education expense
5/10/2024,1869.67,Utilities,Utilities expense
11/21/2025,2063.11,Utilities,Utilities expense
5/17/2025,4772.83,Entertainment,Entertainment expense
2/19/2024,2954.42,Transport,Transport expense
6/4/2025,3956.77,Health,Health expense
3/30/2024,1237.02,Food,Food expense
3/18/2025,3880.43,Health,Health expense
2/22/2024,4303.83,Health,Health expense
4/15/2025,4487.05,Utilities,Utilities expense
1/23/2024,153.36,Shopping,Shopping expense
6/19/2024,504.12,Education,Education expense
10/21/2023,4478.78,Health,Health expense
1/28/2024,108.27,Education,Education expense
11/25/2025,1636.08,Education,Education expense
12/31/2025,483.11,Entertainment,Entertainment expense
6/2/2024,2488.29,Food,Food expense
6/27/2023,369.51,Transport,Transport expense
4/24/2023,3764.93,Food,Food expense
6/27/2024,1480.56,Education,Education expense
3/26/2023,3684.78,Health,Health expense
4/28/2023,1480.52,Utilities,Utilities expense
9/25/2025,1441.5,Health,Health expense
12/25/2024,2810.06,Entertainment,Entertainment expense
11/20/2023,1350.91,Health,Health expense
7/10/2023,3931.06,Education,Education expense
4/13/2025,4802.42,Transport,Transport expense
10/18/2023,3677.57,Utilities,Utilities expense
12/28/2025,2616.38,Transport,Transport expense
2/7/2023,1449.18,Education,Education expense
5/28/2025,753.22,Utilities,Utilities expense
11/9/2023,1081.61,Transport,Transport expense
10/6/2024,2238.72,Food,Food expense
1/31/2023,2626.87,Shopping,Shopping expense
10/27/2024,3199.67,Education,Education expense
10/8/2024,125.56,Education,Education expense
11/22/2025,1858.23,Transport,Transport expense
11/2/2024,3780.34,Health,Health expense
12/14/2023,4009.43,Shopping,Shopping expense
2/10/2024,3208.72,Utilities,Utilities expense
6/6/2023,4479.85,Health,Health expense
9/19/2023,3229.88,Health,Health expense
12/31/2023,1288.08,Education,Education expense
7/28/2023,1806.74,Entertainment,Entertainment expense
11/10/2024,830.54,Utilities,Utilities expense
9/26/2025,638.76,Health,Health expense
7/24/2024,655.09,Education,Education expense
4/11/2024,3235.73,Education,Education expense
5/4/2025,245.75,Education,Education expense
9/29/2023,1228.41,Entertainment,Entertainment expense
6/29/2024,4935.26,Health,Health expense
9/21/2025,1950.57,Shopping,Shopping expense
8/7/2024,4952.49,Transport,Transport expense
5/13/2024,1500.94,Health,Health expense
3/1/2024,2517.67,Utilities,Utilities expense
6/28/2024,4587.62,Education,Education expense
10/25/2024,3774.14,Shopping,Shopping expense
1/3/2025,2406.55,Education,Education expense
5/30/2025,1710.59,Transport,Transport expense
4/11/2025,3434.9,Transport,Transport expense
9/17/2024,3586.47,Shopping,Shopping expense
9/3/2024,902.57,Utilities,Utilities expense
6/4/2023,3400.98,Transport,Transport expense
2/26/2025,2943.56,Transport,Transport expense
11/26/2024,518.56,Health,Health expense
10/17/2023,4352.39,Health,Health expense
7/11/2024,2699.39,Health,Health expense
6/15/2025,4015.09,Health,Health expense
3/19/2025,3336.12,Utilities,Utilities expense
7/30/2025,680.45,Food,Food expense
11/20/2024,3542.4,Shopping,Shopping expense
1/23/2025,2067.6,Transport,Transport expense
6/30/2025,1532.19,Health,Health expense
11/17/2023,2307.45,Health,Health expense
3/10/2023,2918.01,Utilities,Utilities expense
1/16/2024,1436.25,Utilities,Utilities expense
9/12/2024,3669.62,Food,Food expense
10/20/2023,4869.11,Health,Health expense
11/10/2023,403.89,Transport,Transport expense
10/11/2023,3682.71,Food,Food expense
4/14/2025,4594.12,Health,Health expense
9/18/2025,2654.52,Utilities,Utilities expense
5/4/2024,2158.09,Entertainment,Entertainment expense
7/16/2025,3345.6,Utilities,Utilities expense
2/2/2025,3259.59,Entertainment,Entertainment expense
12/11/2023,3657.44,Food,Food expense
6/27/2024,581.5,Entertainment,Entertainment expense
9/27/2024,1141.55,Education,Education expense
7/15/2024,1790.36,Transport,Transport expense
8/9/2024,4696.36,Entertainment,Entertainment expense
3/10/2025,3146.7,Entertainment,Entertainment expense
7/3/2024,2346.71,Food,Food expense
9/9/2025,4550.53,Transport,Transport expense
4/28/2023,2769.2,Health,Health expense
1/1/2024,1458.4,Education,Education expense
12/2/2023,2350.21,Food,Food expense
2/22/2023,2450.95,Education,Education expense
11/9/2025,4945.58,Shopping,Shopping expense
6/17/2025,775.14,Shopping,Shopping expense
6/10/2023,4477.72,Food,Food expense
7/7/2023,3886.22,Shopping,Shopping expense
10/9/2024,3830.94,Food,Food expense
10/12/2025,2329.87,Entertainment,Entertainment expense
1/31/2024,2279.77,Food,Food expense
5/7/2024,3472.15,Health,Health expense
11/1/2025,1368.09,Transport,Transport expense
3/3/2023,445.71,Food,Food expense
8/5/2024,1657.52,Food,Food expense
9/13/2023,4530.47,Utilities,Utilities expense
10/17/2023,991.85,Transport,Transport expense
2/26/2025,2561.36,Utilities,Utilities expense
12/27/2024,555.38,Entertainment,Entertainment expense
4/3/2024,110.35,Health,Health expense
7/21/2025,4700.67,Education,Education expense
10/29/2025,813.64,Transport,Transport expense
8/18/2024,4618.69,Entertainment,Entertainment expense
